Year,Station,Analyte,unit,Datetime,Mean,Wytype
2002,Collinsville,Salinity,PSU,8/15/2002,3.159672044,Below Normal
2002,Collinsville,Salinity,PSU,8/16/2002,3.356153747,Below Normal
2002,Collinsville,Salinity,PSU,8/17/2002,3.586836806,Below Normal
2002,National Steel,Salinity,PSU,10/11/2002,5.78623964,Below Normal
2002,National Steel,Salinity,PSU,10/12/2002,5.690529338,Below Normal
2002,National Steel,Salinity,PSU,10/20/2002,6.109129619,Below Normal
2002,Collinsville,Salinity,PSU,8/29/2002,3.816027757,Below Normal
2002,Collinsville,Salinity,PSU,8/30/2002,3.409868311,Below Normal
2002,Collinsville,Salinity,PSU,8/31/2002,3.099440892,Below Normal
2002,National Steel,Salinity,PSU,10/30/2002,5.632021195,Below Normal
2002,Collinsville,Salinity,PSU,9/10/2002,NA,Below Normal
2002,Collinsville,Salinity,PSU,9/11/2002,NA,Below Normal
2002,Collinsville,Salinity,PSU,9/21/2002,4.25124249,Below Normal
2002,Collinsville,Salinity,PSU,9/22/2002,4.246023904,Below Normal
2002,Hunter Cut,Salinity,PSU,8/1/2002,8.244163828,Below Normal
2002,Hunter Cut,Salinity,PSU,8/2/2002,8.251289083,Below Normal
2002,Hunter Cut,Salinity,PSU,8/3/2002,8.537733395,Below Normal
2002,Hunter Cut,Salinity,PSU,8/4/2002,8.41642547,Below Normal
2002,Hunter Cut,Salinity,PSU,8/5/2002,8.359854407,Below Normal
2002,Hunter Cut,Salinity,PSU,8/6/2002,8.353125253,Below Normal
2002,Hunter Cut,Salinity,PSU,8/7/2002,8.20052933,Below Normal
2002,Hunter Cut,Salinity,PSU,8/9/2002,8.163532791,Below Normal
2002,Hunter Cut,Salinity,PSU,8/10/2002,8.211132357,Below Normal
2002,National Steel,Temperature,celsius,7/8/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,7/9/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,7/10/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,7/11/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,7/12/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,7/13/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/24/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/25/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/26/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/27/2002,NA,Below Normal
2002,National Steel,Salinity,PSU,7/6/2002,3.707153118,Below Normal
2002,National Steel,Salinity,PSU,7/7/2002,3.877999882,Below Normal
2002,National Steel,Salinity,PSU,7/8/2002,3.897088646,Below Normal
2002,National Steel,Salinity,PSU,7/9/2002,3.947407001,Below Normal
2002,National Steel,Salinity,PSU,7/10/2002,4.18606916,Below Normal
2002,National Steel,Salinity,PSU,7/11/2002,4.50255871,Below Normal
2002,Collinsville,Salinity,PSU,7/1/2002,0.949558073,Below Normal
2002,Collinsville,Salinity,PSU,7/2/2002,1.370621684,Below Normal
2002,Collinsville,Salinity,PSU,7/3/2002,1.54218579,Below Normal
2002,Collinsville,Salinity,PSU,7/4/2002,1.436678381,Below Normal
2002,Collinsville,Salinity,PSU,7/5/2002,1.679414345,Below Normal
2002,Collinsville,Salinity,PSU,7/6/2002,1.924440181,Below Normal
2002,Collinsville,Salinity,PSU,7/7/2002,2.077341683,Below Normal
2002,Collinsville,Salinity,PSU,7/27/2002,2.860525164,Below Normal
2002,Collinsville,Salinity,PSU,7/28/2002,2.894751353,Below Normal
2002,Collinsville,Salinity,PSU,7/29/2002,2.270237739,Below Normal
2002,Collinsville,Salinity,PSU,7/30/2002,2.004632639,Below Normal
2002,Collinsville,Salinity,PSU,7/31/2002,2.026154293,Below Normal
2002,Collinsville,Salinity,PSU,8/25/2002,2.359368921,Below Normal
2002,Collinsville,Salinity,PSU,8/26/2002,2.134951451,Below Normal
2002,Collinsville,Salinity,PSU,8/27/2002,2.28483511,Below Normal
2002,Collinsville,Salinity,PSU,8/28/2002,3.146007259,Below Normal
2002,Hunter Cut,Salinity,PSU,7/6/2002,NA,Below Normal
2002,Hunter Cut,Salinity,PSU,7/7/2002,NA,Below Normal
2002,Collinsville,Salinity,PSU,9/1/2002,2.679401089,Below Normal
2002,Collinsville,Salinity,PSU,9/2/2002,3.090977525,Below Normal
2002,Collinsville,Salinity,PSU,9/5/2002,3.82633253,Below Normal
2002,Collinsville,Salinity,PSU,9/6/2002,3.882400841,Below Normal
2002,Collinsville,Salinity,PSU,9/7/2002,3.757702833,Below Normal
2002,Collinsville,Salinity,PSU,9/8/2002,3.486776329,Below Normal
2002,Collinsville,Salinity,PSU,9/9/2002,3.401516137,Below Normal
2002,Hunter Cut,Salinity,PSU,7/17/2002,7.854914238,Below Normal
2002,Hunter Cut,Salinity,PSU,7/18/2002,7.962711182,Below Normal
2002,Collinsville,Salinity,PSU,9/12/2002,NA,Below Normal
2002,Collinsville,Salinity,PSU,9/13/2002,NA,Below Normal
2002,Collinsville,Salinity,PSU,9/14/2002,NA,Below Normal
2002,Collinsville,Salinity,PSU,9/15/2002,NA,Below Normal
2002,Collinsville,Salinity,PSU,9/16/2002,3.760833289,Below Normal
2002,Collinsville,Salinity,PSU,9/17/2002,3.903451915,Below Normal
2002,Collinsville,Salinity,PSU,9/18/2002,3.944365967,Below Normal
2002,Collinsville,Salinity,PSU,9/19/2002,3.712240831,Below Normal
2002,Collinsville,Salinity,PSU,9/20/2002,4.026171284,Below Normal
2002,Hunter Cut,Salinity,PSU,9/20/2002,NA,Below Normal
2002,Hunter Cut,Salinity,PSU,9/21/2002,NA,Below Normal
2002,Hunter Cut,Salinity,PSU,9/26/2002,9.363010841,Below Normal
2002,Hunter Cut,Salinity,PSU,10/29/2002,8.244104834,Below Normal
2002,Hunter Cut,Salinity,PSU,10/30/2002,8.162743827,Below Normal
2002,Hunter Cut,Salinity,PSU,10/31/2002,7.99981007,Below Normal
2002,National Steel,Temperature,celsius,7/14/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,7/15/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,7/16/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,7/17/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,7/18/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,7/19/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,7/20/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,7/21/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,7/22/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,7/23/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,7/24/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,7/25/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,7/26/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,7/27/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,7/28/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,7/29/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,7/30/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,7/31/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/1/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/2/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/3/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/4/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/5/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/6/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/7/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/8/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/9/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/10/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/11/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/12/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/13/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/14/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/15/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/16/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/17/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/18/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/19/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/20/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/21/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/22/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/23/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/28/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/29/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,8/30/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,9/12/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,9/16/2002,NA,Below Normal
2002,National Steel,Temperature,celsius,9/17/2002,NA,Below Normal
2002,Collinsville,Temperature,celsius,8/26/2002,NA,Below Normal
2002,Collinsville,Temperature,celsius,8/27/2002,NA,Below Normal
2002,Collinsville,Temperature,celsius,8/28/2002,NA,Below Normal
2002,Collinsville,Temperature,celsius,8/29/2002,NA,Below Normal
2002,Collinsville,Temperature,celsius,8/30/2002,NA,Below Normal
2002,Collinsville,Temperature,celsius,8/31/2002,NA,Below Normal
2002,Collinsville,Temperature,celsius,9/1/2002,NA,Below Normal
2002,Collinsville,Temperature,celsius,9/2/2002,NA,Below Normal
2002,Collinsville,Temperature,celsius,9/3/2002,NA,Below Normal
2002,Collinsville,Temperature,celsius,9/4/2002,NA,Below Normal
2002,Collinsville,Temperature,celsius,10/17/2002,NA,Below Normal
2002,Collinsville,Temperature,celsius,10/18/2002,NA,Below Normal
2002,Collinsville,Temperature,celsius,10/19/2002,NA,Below Normal
2002,Collinsville,Temperature,celsius,10/20/2002,NA,Below Normal
2002,Collinsville,Temperature,celsius,10/21/2002,NA,Below Normal
2002,Collinsville,Temperature,celsius,10/22/2002,NA,Below Normal
2002,Collinsville,Temperature,celsius,10/23/2002,NA,Below Normal
2002,Collinsville,Salinity,PSU,8/18/2002,3.44994444,Below Normal
2002,Collinsville,Salinity,PSU,8/19/2002,3.510998243,Below Normal
2002,Collinsville,Salinity,PSU,8/20/2002,3.237575991,Below Normal
2002,Collinsville,Salinity,PSU,8/21/2002,2.894919051,Below Normal
2002,Collinsville,Salinity,PSU,8/22/2002,2.986170965,Below Normal
2002,Collinsville,Salinity,PSU,8/23/2002,2.780999343,Below Normal
2002,Collinsville,Salinity,PSU,8/24/2002,2.575363069,Below Normal
2002,Hunter Cut,Salinity,PSU,7/1/2002,5.819258691,Below Normal
2002,Hunter Cut,Salinity,PSU,7/2/2002,NA,Below Normal
2002,Hunter Cut,Salinity,PSU,7/3/2002,NA,Below Normal
2002,Hunter Cut,Salinity,PSU,7/4/2002,NA,Below Normal
2002,Hunter Cut,Salinity,PSU,7/8/2002,7.173446039,Below Normal
2002,Hunter Cut,Salinity,PSU,7/9/2002,6.998306387,Below Normal
2002,Hunter Cut,Salinity,PSU,7/10/2002,7.038356592,Below Normal
2002,Hunter Cut,Salinity,PSU,7/11/2002,7.259460814,Below Normal
2002,Hunter Cut,Salinity,PSU,7/12/2002,7.587416547,Below Normal
2002,Hunter Cut,Salinity,PSU,7/13/2002,7.657465601,Below Normal
2002,Hunter Cut,Salinity,PSU,7/14/2002,7.625289624,Below Normal
2002,Hunter Cut,Salinity,PSU,7/15/2002,7.412960948,Below Normal
2002,Hunter Cut,Salinity,PSU,7/16/2002,7.608602373,Below Normal
2002,Hunter Cut,Salinity,PSU,7/27/2002,8.441018945,Below Normal
2002,Hunter Cut,Salinity,PSU,7/28/2002,8.276598981,Below Normal
2002,Hunter Cut,Salinity,PSU,7/29/2002,8.266692237,Below Normal
2002,Hunter Cut,Salinity,PSU,7/30/2002,8.193697898,Below Normal
2002,Hunter Cut,Salinity,PSU,7/31/2002,8.311617399,Below Normal
2002,Collinsville,Salinity,PSU,9/29/2002,4.144530901,Below Normal
2002,Hunter Cut,Salinity,PSU,8/11/2002,8.167177856,Below Normal
2002,Hunter Cut,Salinity,PSU,8/12/2002,8.315806177,Below Normal
2002,Hunter Cut,Salinity,PSU,8/13/2002,8.634818288,Below Normal
2002,Hunter Cut,Salinity,PSU,8/14/2002,8.853568362,Below Normal
2002,Hunter Cut,Salinity,PSU,8/15/2002,9.082603004,Below Normal
2002,Hunter Cut,Salinity,PSU,8/16/2002,9.118036168,Below Normal
2002,Hunter Cut,Salinity,PSU,8/17/2002,9.209754995,Below Normal
2002,Hunter Cut,Salinity,PSU,8/18/2002,9.269584587,Below Normal
2002,Hunter Cut,Salinity,PSU,8/19/2002,9.225266159,Below Normal
2002,Hunter Cut,Salinity,PSU,8/20/2002,9.240870996,Below Normal
2002,Hunter Cut,Salinity,PSU,8/21/2002,9.022512763,Below Normal
2002,Hunter Cut,Salinity,PSU,8/22/2002,8.816967867,Below Normal
2002,Hunter Cut,Salinity,PSU,8/23/2002,8.672373108,Below Normal
2002,Hunter Cut,Salinity,PSU,8/24/2002,8.627284693,Below Normal
2002,Hunter Cut,Salinity,PSU,8/25/2002,8.707674382,Below Normal
2002,Hunter Cut,Salinity,PSU,8/26/2002,8.522942266,Below Normal
2002,Hunter Cut,Salinity,PSU,8/27/2002,8.38624207,Below Normal
2002,Hunter Cut,Salinity,PSU,8/28/2002,8.4214206,Below Normal
2002,Hunter Cut,Salinity,PSU,8/29/2002,8.491049688,Below Normal
2002,Hunter Cut,Salinity,PSU,8/30/2002,8.713136387,Below Normal
2002,Hunter Cut,Salinity,PSU,8/31/2002,8.5671202,Below Normal
2002,Hunter Cut,Salinity,PSU,9/1/2002,8.771204712,Below Normal
2002,Hunter Cut,Salinity,PSU,9/2/2002,8.985573334,Below Normal
2002,Hunter Cut,Salinity,PSU,9/3/2002,9.151986676,Below Normal
2002,Hunter Cut,Salinity,PSU,9/4/2002,9.40763822,Below Normal
2002,Hunter Cut,Salinity,PSU,9/5/2002,9.595262305,Below Normal
2002,Hunter Cut,Salinity,PSU,9/6/2002,9.587009179,Below Normal
2002,Hunter Cut,Salinity,PSU,9/7/2002,9.636203839,Below Normal
2002,Hunter Cut,Salinity,PSU,9/8/2002,9.572532494,Below Normal
2002,Hunter Cut,Salinity,PSU,9/9/2002,9.493806571,Below Normal
2002,Hunter Cut,Salinity,PSU,9/10/2002,9.538701369,Below Normal
2002,Hunter Cut,Salinity,PSU,9/11/2002,9.474817948,Below Normal
2002,Hunter Cut,Salinity,PSU,9/12/2002,9.183569621,Below Normal
2002,Hunter Cut,Salinity,PSU,9/13/2002,9.4415513,Below Normal
2002,Hunter Cut,Salinity,PSU,9/14/2002,9.678806283,Below Normal
2002,Hunter Cut,Salinity,PSU,9/15/2002,9.802415972,Below Normal
2002,Hunter Cut,Salinity,PSU,9/16/2002,9.555776576,Below Normal
2002,Hunter Cut,Salinity,PSU,9/17/2002,NA,Below Normal
2002,Hunter Cut,Salinity,PSU,9/18/2002,NA,Below Normal
2002,Hunter Cut,Salinity,PSU,9/19/2002,NA,Below Normal
2002,Hunter Cut,Salinity,PSU,9/22/2002,NA,Below Normal
