Year,Station,Date,Temperature,TowVolume,DScatch,CPUE,TowNumber,WYIndex,Yrtype,NDOImonthly,PresenceAbsence,Salinity
2004,609,8/12/2004,21.89999962,699,0,0,1,7.51,BeloWet Normal,5252.516129,0,4.737532968
2004,609,8/12/2004,21.89999962,736,0,0,2,7.51,BeloWet Normal,5252.516129,0,4.737532968
2004,609,8/12/2004,21.89999962,760,0,0,3,7.51,BeloWet Normal,5252.516129,0,4.737532968
2004,606,8/12/2004,22.29999924,753,0,0,1,7.51,BeloWet Normal,5252.516129,0,5.421824121
2004,606,8/12/2004,22.29999924,722,0,0,3,7.51,BeloWet Normal,5252.516129,0,5.421824121
2004,610,8/26/2004,20.60000038,721,0,0,1,7.51,BeloWet Normal,5252.516129,0,4.339096853
2004,610,8/12/2004,21.29999924,700,0,0,2,7.51,BeloWet Normal,5252.516129,0,3.272310368
2004,610,8/12/2004,21.29999924,788,0,0,3,7.51,BeloWet Normal,5252.516129,0,3.272310368
2004,606,8/26/2004,22.10000038,703,0,0,3,7.51,BeloWet Normal,5252.516129,0,6.107450924
2004,609,8/26/2004,21.20000076,680,0,0,2,7.51,BeloWet Normal,5252.516129,0,4.743501357
2005,610,8/25/2005,20.29999924,674,0,0,1,8.49,Above Normal,5632.193548,0,3.419725112
2005,610,8/25/2005,20.29999924,640,0,0,2,8.49,Above Normal,5632.193548,0,3.419725112
2005,609,8/11/2005,22.29999924,850,0,0,3,8.49,Above Normal,5632.193548,0,2.259126374
2005,606,8/25/2005,20,712,0,0,3,8.49,Above Normal,5632.193548,0,6.42893858
2005,610,8/11/2005,21.70000076,729,0,0,3,8.49,Above Normal,5632.193548,0,0.635944355
2005,609,8/25/2005,20.60000038,725,0,0,1,8.49,Above Normal,5632.193548,0,3.870772736
2005,606,8/11/2005,23.60000038,774,0,0,3,8.49,Above Normal,5632.193548,0,3.944212692
2005,606,8/25/2005,20,772,0,0,2,8.49,Above Normal,5632.193548,0,6.42893858
2005,609,8/25/2005,20.60000038,705,0,0,2,8.49,Above Normal,5632.193548,0,3.870772736
2005,606,8/11/2005,23.60000038,876,0,0,2,8.49,Above Normal,5632.193548,0,3.944212692
2005,610,8/11/2005,21.70000076,808,0,0,2,8.49,Above Normal,5632.193548,0,0.635944355
2005,609,8/11/2005,22.29999924,761,0,0,2,8.49,Above Normal,5632.193548,0,2.259126374
2005,606,8/11/2005,23.60000038,866,0,0,1,8.49,Above Normal,5632.193548,0,3.944212692
2005,609,8/11/2005,22.29999924,896,0,0,1,8.49,Above Normal,5632.193548,0,2.259126374
2005,609,8/25/2005,20.60000038,723,0,0,3,8.49,Above Normal,5632.193548,0,3.870772736
2005,606,8/25/2005,20,716,0,0,1,8.49,Above Normal,5632.193548,0,6.42893858
2005,610,8/25/2005,20.29999924,608,0,0,3,8.49,Above Normal,5632.193548,0,3.419725112
2005,610,8/11/2005,21.70000076,840,0,0,1,8.49,Above Normal,5632.193548,0,0.635944355
2006,610,8/3/2006,22.39999962,756,0,0,2,13.2,Wet,8175.870968,0,1.908266747
2006,606,8/17/2006,21.10000038,723,0,0,2,13.2,Wet,8175.870968,0,4.998926019
2006,606,8/3/2006,22.70000076,813,0,0,2,13.2,Wet,8175.870968,0,3.642360586
2006,609,8/3/2006,22.5,784,0,0,2,13.2,Wet,8175.870968,0,1.725139851
2006,609,8/17/2006,20.89999962,701,0,0,1,13.2,Wet,8175.870968,0,2.87907643
2006,610,8/17/2006,20.20000076,732,0,0,3,13.2,Wet,8175.870968,0,2.467745004
2006,609,8/3/2006,22.5,811,0,0,3,13.2,Wet,8175.870968,0,1.725139851
2006,606,8/17/2006,21.10000038,774,0,0,1,13.2,Wet,8175.870968,0,4.998926019
2006,606,8/3/2006,22.70000076,799,0,0,1,13.2,Wet,8175.870968,0,3.642360586
2006,606,8/17/2006,21.10000038,740,0,0,3,13.2,Wet,8175.870968,0,4.998926019
2006,610,8/3/2006,22.39999962,769,1,0.00130039,3,13.2,Wet,8175.870968,1,1.908266747
2006,610,8/17/2006,20.20000076,713,0,0,2,13.2,Wet,8175.870968,0,2.467745004
2006,609,8/17/2006,20.89999962,768,0,0,3,13.2,Wet,8175.870968,0,2.87907643
2006,610,8/17/2006,20.20000076,700,0,0,1,13.2,Wet,8175.870968,0,2.467745004
2006,606,8/3/2006,22.70000076,844,0,0,3,13.2,Wet,8175.870968,0,3.642360586
2006,609,8/3/2006,22.5,803,0,0,1,13.2,Wet,8175.870968,0,1.725139851
2006,609,8/17/2006,20.89999962,735,0,0,2,13.2,Wet,8175.870968,0,2.87907643
2006,610,8/3/2006,22.39999962,711,0,0,1,13.2,Wet,8175.870968,0,1.908266747
2007,610,8/23/2007,21.5,822,0,0,1,6.19,Dry,3737.129032,0,5.036705413
2007,609,8/23/2007,22,873,0,0,2,6.19,Dry,3737.129032,0,5.533588281
2007,606,8/23/2007,22.5,813,0,0,3,6.19,Dry,3737.129032,0,7.373217185
2007,610,8/9/2007,20.79999924,860,0,0,2,6.19,Dry,3737.129032,0,4.886928322
2007,609,8/9/2007,20.39999962,864,0,0,3,6.19,Dry,3737.129032,0,5.290977128
2007,609,8/23/2007,22,875,0,0,3,6.19,Dry,3737.129032,0,5.533588281
2007,609,8/23/2007,22,831,0,0,1,6.19,Dry,3737.129032,0,5.533588281
2007,606,8/23/2007,22.5,830,0,0,1,6.19,Dry,3737.129032,0,7.373217185
2007,610,8/23/2007,21.5,832,0,0,3,6.19,Dry,3737.129032,0,5.036705413
2007,606,8/9/2007,20.60000038,870,0,0,2,6.19,Dry,3737.129032,0,6.004467947
2007,609,8/9/2007,20.39999962,825,0,0,2,6.19,Dry,3737.129032,0,5.290977128
2007,606,8/9/2007,20.60000038,820,0,0,1,6.19,Dry,3737.129032,0,6.004467947
2007,606,8/23/2007,22.5,841,0,0,2,6.19,Dry,3737.129032,0,7.373217185
2007,610,8/9/2007,20.79999924,825,0,0,1,6.19,Dry,3737.129032,0,4.886928322
2007,610,8/23/2007,21.5,821,0,0,2,6.19,Dry,3737.129032,0,5.036705413
2007,609,8/9/2007,20.39999962,409,0,0,1,6.19,Dry,3737.129032,0,5.290977128
2008,610,8/14/2008,21.10000038,870,0,0,2,5.16,Critically Dry,3074.032258,0,6.910734136
2008,606,8/14/2008,21.89999962,826,0,0,1,5.16,Critically Dry,3074.032258,0,8.498017324
2008,610,8/14/2008,21.10000038,880,0,0,3,5.16,Critically Dry,3074.032258,0,6.910734136
2008,606,8/14/2008,21.89999962,878,0,0,2,5.16,Critically Dry,3074.032258,0,8.498017324
2008,609,8/14/2008,21.79999924,857,0,0,3,5.16,Critically Dry,3074.032258,0,7.102078535
2008,610,8/14/2008,21.10000038,836,0,0,1,5.16,Critically Dry,3074.032258,0,6.910734136
2008,609,8/14/2008,21.79999924,862,0,0,1,5.16,Critically Dry,3074.032258,0,7.102078535
2008,609,8/14/2008,21.79999924,909,0,0,2,5.16,Critically Dry,3074.032258,0,7.102078535
2009,610,8/19/2009,20.5,656,0,0,1,5.78,Dry,4238.129032,0,5.518473684
2009,610,8/5/2009,19.89999962,856,0,0,3,5.78,Dry,4238.129032,0,5.102726353
2009,609,8/19/2009,20.89999962,759,0,0,1,5.78,Dry,4238.129032,0,6.321208405
2009,609,8/19/2009,20.89999962,800,0,0,3,5.78,Dry,4238.129032,0,6.321208405
2009,606,8/19/2009,21.29999924,779,0,0,2,5.78,Dry,4238.129032,0,7.034128732
2009,609,8/5/2009,19.70000076,910,0,0,3,5.78,Dry,4238.129032,0,5.22294813
2009,610,8/19/2009,20.5,711,0,0,3,5.78,Dry,4238.129032,0,5.518473684
2009,609,8/5/2009,19.70000076,910,0,0,2,5.78,Dry,4238.129032,0,5.22294813
2009,606,8/19/2009,21.29999924,767,0,0,1,5.78,Dry,4238.129032,0,7.034128732
2009,609,8/5/2009,19.70000076,909,0,0,1,5.78,Dry,4238.129032,0,5.22294813
2009,606,8/5/2009,20,888,0,0,3,5.78,Dry,4238.129032,0,6.682972533
2009,606,8/5/2009,20,881,0,0,1,5.78,Dry,4238.129032,0,6.682972533
2009,610,8/5/2009,19.89999962,639,0,0,1,5.78,Dry,4238.129032,0,5.102726353
2009,609,8/19/2009,20.89999962,769,0,0,2,5.78,Dry,4238.129032,0,6.321208405
2009,606,8/5/2009,20,895,0,0,2,5.78,Dry,4238.129032,0,6.682972533
2009,610,8/19/2009,20.5,699,0,0,2,5.78,Dry,4238.129032,0,5.518473684
2009,610,8/5/2009,19.89999962,851,0,0,2,5.78,Dry,4238.129032,0,5.102726353
2010,610,8/10/2010,18.79999924,967,0,0,2,7.08,BeloWet Normal,4003.935484,0,2.484196826
2010,606,8/10/2010,19.60000038,1081,0,0,3,7.08,BeloWet Normal,4003.935484,0,3.878992512
2010,609,8/10/2010,19.20000076,1089,1,0.000918274,3,7.08,BeloWet Normal,4003.935484,1,2.742777527
2010,609,8/10/2010,19.20000076,1074,0,0,2,7.08,BeloWet Normal,4003.935484,0,2.742777527
2010,610,8/10/2010,18.79999924,998,0,0,1,7.08,BeloWet Normal,4003.935484,0,2.484196826
2010,609,8/23/2010,19.79999924,1035,1,0.000966184,1,7.08,BeloWet Normal,4003.935484,1,3.359305318
2010,609,8/10/2010,19.20000076,1142,0,0,1,7.08,BeloWet Normal,4003.935484,0,2.742777527
2010,610,8/23/2010,19.39999962,1076,0,0,3,7.08,BeloWet Normal,4003.935484,0,3.266517025
2010,610,8/23/2010,19.39999962,1073,0,0,1,7.08,BeloWet Normal,4003.935484,0,3.266517025
2010,606,8/23/2010,20.60000038,1039,0,0,1,7.08,BeloWet Normal,4003.935484,0,4.155737854
2010,609,8/23/2010,19.79999924,1086,0,0,3,7.08,BeloWet Normal,4003.935484,0,3.359305318
2010,606,8/10/2010,19.60000038,1068,0,0,2,7.08,BeloWet Normal,4003.935484,0,3.878992512
2010,606,8/23/2010,20.60000038,1091,0,0,2,7.08,BeloWet Normal,4003.935484,0,4.155737854
2010,609,8/23/2010,19.79999924,1065,0,0,2,7.08,BeloWet Normal,4003.935484,0,3.359305318
2010,606,8/23/2010,20.60000038,1089,0,0,3,7.08,BeloWet Normal,4003.935484,0,4.155737854
2010,610,8/23/2010,19.39999962,1034,1,0.000967118,2,7.08,BeloWet Normal,4003.935484,1,3.266517025
2010,606,8/10/2010,19.60000038,1122,0,0,1,7.08,BeloWet Normal,4003.935484,0,3.878992512
2010,610,8/10/2010,18.79999924,979,2,0.002042901,3,7.08,BeloWet Normal,4003.935484,1,2.484196826
2011,606,8/11/2011,21,872,1,0.001146789,2,10.54,Wet,8863.322581,1,1.623602086
2011,610,8/25/2011,20.79999924,1004,0,0,1,10.54,Wet,8863.322581,0,1.234917053
2011,606,8/25/2011,21.39999962,1006,0,0,1,10.54,Wet,8863.322581,0,2.187079372
2011,606,8/11/2011,21,882,2,0.002267574,1,10.54,Wet,8863.322581,1,1.623602086
2011,610,8/11/2011,20.89999962,863,0,0,2,10.54,Wet,8863.322581,0,0.737181354
2011,609,8/25/2011,21.29999924,1050,0,0,1,10.54,Wet,8863.322581,0,1.219239642
2011,606,8/11/2011,21,876,0,0,3,10.54,Wet,8863.322581,0,1.623602086
2011,610,8/11/2011,20.89999962,866,0,0,1,10.54,Wet,8863.322581,0,0.737181354
2011,609,8/11/2011,20.79999924,995,1,0.001005025,1,10.54,Wet,8863.322581,1,0.96225451
2011,609,8/11/2011,20.79999924,892,1,0.001121076,2,10.54,Wet,8863.322581,1,0.96225451
2011,610,8/25/2011,20.79999924,1030,0,0,2,10.54,Wet,8863.322581,0,1.234917053
2011,610,8/11/2011,20.89999962,870,4,0.004597701,3,10.54,Wet,8863.322581,1,0.737181354
2011,606,8/25/2011,21.39999962,982,0,0,2,10.54,Wet,8863.322581,0,2.187079372
2011,609,8/25/2011,21.29999924,1029,0,0,3,10.54,Wet,8863.322581,0,1.219239642
2011,610,8/25/2011,20.79999924,1017,0,0,3,10.54,Wet,8863.322581,0,1.234917053
2011,609,8/25/2011,21.29999924,1068,0,0,2,10.54,Wet,8863.322581,0,1.219239642
2011,606,8/25/2011,21.39999962,1066,0,0,3,10.54,Wet,8863.322581,0,2.187079372
2011,609,8/11/2011,20.79999924,885,0,0,3,10.54,Wet,8863.322581,0,0.96225451
2012,609,8/23/2012,20.60000038,952,0,0,3,6.89,BeloWet Normal,4641.419355,0,4.707700381
2012,606,8/9/2012,22.70000076,964,0,0,3,6.89,BeloWet Normal,4641.419355,0,5.900421838
2012,610,8/23/2012,19.89999962,915,1,0.001092896,1,6.89,BeloWet Normal,4641.419355,1,3.574637767
2012,610,8/9/2012,20.89999962,933,0,0,2,6.89,BeloWet Normal,4641.419355,0,1.694744996
2012,609,8/23/2012,20.60000038,914,0,0,2,6.89,BeloWet Normal,4641.419355,0,4.707700381
2012,606,8/23/2012,20.29999924,977,0,0,2,6.89,BeloWet Normal,4641.419355,0,7.928171056
2012,609,8/9/2012,21.39999962,958,0,0,1,6.89,BeloWet Normal,4641.419355,0,4.695771722
2012,610,8/23/2012,19.89999962,922,0,0,2,6.89,BeloWet Normal,4641.419355,0,3.574637767
2012,610,8/23/2012,19.89999962,899,0,0,3,6.89,BeloWet Normal,4641.419355,0,3.574637767
2012,606,8/9/2012,22.70000076,980,0,0,2,6.89,BeloWet Normal,4641.419355,0,5.900421838
2012,606,8/23/2012,20.29999924,986,0,0,3,6.89,BeloWet Normal,4641.419355,0,7.928171056
2012,609,8/9/2012,21.39999962,973,0,0,3,6.89,BeloWet Normal,4641.419355,0,4.695771722
2012,610,8/9/2012,20.89999962,890,0,0,3,6.89,BeloWet Normal,4641.419355,0,1.694744996
2012,609,8/23/2012,20.60000038,904,0,0,1,6.89,BeloWet Normal,4641.419355,0,4.707700381
2012,606,8/9/2012,22.70000076,961,0,0,1,6.89,BeloWet Normal,4641.419355,0,5.900421838
2012,610,8/9/2012,20.89999962,959,0,0,1,6.89,BeloWet Normal,4641.419355,0,1.694744996
2012,609,8/9/2012,21.39999962,949,0,0,2,6.89,BeloWet Normal,4641.419355,0,4.695771722
2012,606,8/23/2012,20.29999924,977,0,0,1,6.89,BeloWet Normal,4641.419355,0,7.928171056
2013,609,8/22/2013,21.10000038,988,0,0,3,5.83,Dry,5083.677419,0,7.137930109
2013,606,8/23/2013,20.79999924,973,0,0,2,5.83,Dry,5083.677419,0,8.631292006
2013,606,8/23/2013,20.79999924,944,0,0,1,5.83,Dry,5083.677419,0,8.631292006
2013,609,8/22/2013,21.10000038,947,0,0,2,5.83,Dry,5083.677419,0,7.137930109
2013,606,8/8/2013,20.10000038,938,0,0,2,5.83,Dry,5083.677419,0,7.117529816
2013,610,8/22/2013,20.89999962,922,0,0,1,5.83,Dry,5083.677419,0,6.594514569
2013,610,8/22/2013,20.89999962,878,0,0,3,5.83,Dry,5083.677419,0,6.594514569
2013,609,8/8/2013,19,882,0,0,2,5.83,Dry,5083.677419,0,6.237461262
2013,609,8/8/2013,19,896,0,0,3,5.83,Dry,5083.677419,0,6.237461262
2013,610,8/8/2013,19.39999962,860,0,0,3,5.83,Dry,5083.677419,0,5.42665314
2013,610,8/8/2013,19.39999962,877,0,0,2,5.83,Dry,5083.677419,0,5.42665314
2013,606,8/8/2013,20.10000038,915,0,0,3,5.83,Dry,5083.677419,0,7.117529816
2013,610,8/22/2013,20.89999962,887,0,0,2,5.83,Dry,5083.677419,0,6.594514569
2013,610,8/8/2013,19.39999962,883,0,0,1,5.83,Dry,5083.677419,0,5.42665314
2013,606,8/8/2013,20.10000038,932,0,0,1,5.83,Dry,5083.677419,0,7.117529816
2013,609,8/22/2013,21.10000038,981,0,0,1,5.83,Dry,5083.677419,0,7.137930109
2013,606,8/23/2013,20.79999924,949,0,0,3,5.83,Dry,5083.677419,0,8.631292006
2013,609,8/8/2013,19,930,0,0,1,5.83,Dry,5083.677419,0,6.237461262
2014,610,8/14/2014,20.89999962,774,0,0,1,4.07,Critically Dry,3418.612903,0,9.234017438
2014,606,8/14/2014,21.29999924,877,0,0,1,4.07,Critically Dry,3418.612903,0,11.37323278
2014,609,8/14/2014,21.29999924,870,0,0,3,4.07,Critically Dry,3418.612903,0,10.06942454
2014,609,8/14/2014,21.29999924,868,0,0,1,4.07,Critically Dry,3418.612903,0,10.06942454
2014,606,8/14/2014,21.29999924,908,0,0,3,4.07,Critically Dry,3418.612903,0,11.37323278
2014,610,8/14/2014,20.89999962,778,0,0,3,4.07,Critically Dry,3418.612903,0,9.234017438
2014,606,8/14/2014,21.29999924,899,0,0,2,4.07,Critically Dry,3418.612903,0,11.37323278
2014,610,8/14/2014,20.89999962,790,0,0,2,4.07,Critically Dry,3418.612903,0,9.234017438
2014,609,8/14/2014,21.29999924,879,0,0,2,4.07,Critically Dry,3418.612903,0,10.06942454
2015,606,8/11/2015,22,908,0,0,2,4,Critically Dry,4470.064516,0,12.30730794
2015,610,8/11/2015,21.39999962,882,0,0,1,4,Critically Dry,4470.064516,0,10.5858663
2015,609,8/11/2015,21.60000038,939,0,0,2,4,Critically Dry,4470.064516,0,11.7932952
2015,610,8/11/2015,21.39999962,918,0,0,2,4,Critically Dry,4470.064516,0,10.5858663
2015,606,8/11/2015,22,926,0,0,3,4,Critically Dry,4470.064516,0,12.30730794
2015,606,8/11/2015,22,936,0,0,1,4,Critically Dry,4470.064516,0,12.30730794
2015,609,8/11/2015,21.60000038,917,0,0,1,4,Critically Dry,4470.064516,0,11.7932952
2015,610,8/11/2015,21.39999962,879,0,0,3,4,Critically Dry,4470.064516,0,10.5858663
2015,609,8/11/2015,21.60000038,896,0,0,3,4,Critically Dry,4470.064516,0,11.7932952
2016,606,8/9/2016,22,941,0,0,1,6.71,BeloWet Normal,6195.193548,0,7.674503724
2016,610,8/9/2016,20.79999924,918,0,0,2,6.71,BeloWet Normal,6195.193548,0,4.346800078
2016,606,8/9/2016,22,934,0,0,3,6.71,BeloWet Normal,6195.193548,0,7.674503724
2016,609,8/9/2016,21.10000038,954,0,0,2,6.71,BeloWet Normal,6195.193548,0,6.324266715
2016,606,8/25/2016,20,949,0,0,1,6.71,BeloWet Normal,6195.193548,0,8.444636156
2016,609,8/9/2016,21.10000038,936,0,0,3,6.71,BeloWet Normal,6195.193548,0,6.324266715
2016,610,8/25/2016,19.10000038,928,0,0,3,6.71,BeloWet Normal,6195.193548,0,4.282246105
2016,606,8/25/2016,20,903,0,0,3,6.71,BeloWet Normal,6195.193548,0,8.444636156
2016,609,8/25/2016,20,909,0,0,2,6.71,BeloWet Normal,6195.193548,0,6.362200497
2016,610,8/25/2016,19.10000038,928,0,0,2,6.71,BeloWet Normal,6195.193548,0,4.282246105
2016,610,8/25/2016,19.10000038,888,0,0,1,6.71,BeloWet Normal,6195.193548,0,4.282246105
2016,606,8/9/2016,22,949,0,0,2,6.71,BeloWet Normal,6195.193548,0,7.674503724
2016,609,8/25/2016,20,944,0,0,1,6.71,BeloWet Normal,6195.193548,0,6.362200497
2016,609,8/25/2016,20,961,0,0,3,6.71,BeloWet Normal,6195.193548,0,6.362200497
2016,610,8/9/2016,20.79999924,922,0,0,3,6.71,BeloWet Normal,6195.193548,0,4.346800078
2016,610,8/9/2016,20.79999924,914,0,0,1,6.71,BeloWet Normal,6195.193548,0,4.346800078
2016,606,8/25/2016,20,918,0,0,2,6.71,BeloWet Normal,6195.193548,0,8.444636156
2016,609,8/9/2016,21.10000038,943,0,0,1,6.71,BeloWet Normal,6195.193548,0,6.324266715
2017,606,8/8/2017,21.5,847,0,0,1,14.14,Wet,10235.93548,0,4.441699815
2017,609,8/22/2017,20.5,943,0,0,3,14.14,Wet,10235.93548,0,4.09672803
2017,606,8/22/2017,20.89999962,922,0,0,1,14.14,Wet,10235.93548,0,5.177236096
2017,610,8/22/2017,20.70000076,915,0,0,2,14.14,Wet,10235.93548,0,3.852576766
2017,609,8/22/2017,20.5,950,0,0,2,14.14,Wet,10235.93548,0,4.09672803
2017,606,8/22/2017,20.89999962,932,0,0,3,14.14,Wet,10235.93548,0,5.177236096
2017,609,8/8/2017,20.39999962,896,0,0,1,14.14,Wet,10235.93548,0,2.869897943
2017,606,8/8/2017,21.5,839,0,0,2,14.14,Wet,10235.93548,0,4.441699815
2017,606,8/8/2017,21.5,840,0,0,3,14.14,Wet,10235.93548,0,4.441699815
2017,609,8/8/2017,20.39999962,923,0,0,3,14.14,Wet,10235.93548,0,2.869897943
2017,610,8/8/2017,21.29999924,858,0,0,2,14.14,Wet,10235.93548,0,2.407679617
2017,609,8/8/2017,20.39999962,886,0,0,2,14.14,Wet,10235.93548,0,2.869897943
2017,610,8/22/2017,20.70000076,876,0,0,3,14.14,Wet,10235.93548,0,3.852576766
2017,609,8/22/2017,20.5,961,0,0,1,14.14,Wet,10235.93548,0,4.09672803
2017,610,8/22/2017,20.70000076,892,0,0,1,14.14,Wet,10235.93548,0,3.852576766
2017,610,8/8/2017,21.29999924,899,0,0,1,14.14,Wet,10235.93548,0,2.407679617
2017,610,8/8/2017,21.29999924,885,0,0,3,14.14,Wet,10235.93548,0,2.407679617
2017,606,8/22/2017,20.89999962,907,0,0,2,14.14,Wet,10235.93548,0,5.177236096
